Product Id,Weight (kg),Length (m),Width (m),Height (m)
82551,5.008,0.29,0.06,0.41
82572,0,0,0,0
82593,0,0,0,0
82614,0.238,0.05,0.165,0.21
82635,0,0,0,0
82656,0.017,0.15,0.07,0.07
82677,0.154,0.125,0.035,0.15
82698,0.446,0.105,0.03,0.273
82719,0.375,0.07,0.07,0.12
82740,0,0,0,0
82761,0,0,0,0
82782,0.218,0.05,0.035,0.115
82803,0.442,0.05,0.15,0.19
82824,0.102,0.14,0.05,0.055
82845,0.375,0.06,0.06,0.12
82866,0,0,0,0
82887,0.24,0.055,0.055,0.165
82908,0.488,0.07,0.07,0.21
82929,0.654,0.07,0.07,0.133
82950,0,0,0,0
82971,0,0,0,0
82992,0.254,0.075,0.075,0.08
83013,1.03,0.105,0.105,0.152
83034,0.55,0.06,0.06,0.22
83055,0.51,0.27,0.075,0.38
83076,0.536,0.11,0.11,0.19
83097,0,0,0,0
83118,0.57,0.055,0.055,0.215
83139,0.312,0.21,0.13,0.05
83160,0.623,0.055,0.055,0.21
83181,1.26,0.075,0.075,0.295
83202,1.506,0.08,0.08,0.28
83223,0.573,0.055,0.055,0.205
83244,0.236,0.062,0.062,0.135
83265,0.514,0.24,0.18,0.04
83286,0.5,0.19,0.12,0.03
83307,1.008,0.1016,0.0508,0.2159
83328,0.632,0.065,0.065,0.24
83349,0.926,0.09,0.09,0.26
83370,0.694,0.0762,0.0762,0.2921
83391,0,0,0,0
83412,1,0,0,0
83433,1.046,0.114,0.114,0.115
83454,0,0,0,0
83475,0,0,0,0
83496,0,0,0,0
83517,0,0,0,0
83538,0,0,0,0
83559,0.658,0.085,0.085,0.14
83580,0,0,0,0
83601,0,0,0,0
83622,0.25,0.08,0.08,0.25
83643,0,0,0,0
83664,0.063,0.075,0.075,0.09
83685,0,0,0,0
83706,0,0,0,0
83727,0.1,0.18,0.09,0.04
83748,0,0,0,0
83769,0.1,0.12,0.11,0.03
83790,0.11,0.215,0.13,0.02
83811,0.102,0.05,0.05,0.112
83832,0.105,0.125,0.15,0.05
83853,0,0,0,0
83874,0.1,0.18,0.1,0.04
83895,0,0,0,0
83916,0,0,0,0
83937,0.1,0.13,0.03,0.14
83958,0,0,0,0
83979,0.05,0.1,0.02,0.1
84000,0.201,0.2,“,0.26
84021,0.11,0.1016,0.1016,0.0254
84042,0,0,0,0
84063,0,0,0,0
84084,0.1,0.11,0.05,0.1425
84105,0,0,0,0
84126,0,0,0,0
84147,0,0,0,0
84168,0,0,0,0
84189,0,0,0,0
84210,0,0,0,0
84231,0.1,0.155,0.12,0.03
84252,0,0,0,0
84273,0,0,0,0
84294,0,0,0,0
84315,0,0,0,0
84336,0,0,0,0
84357,0,0,0,0
84378,0,0,0,0
84399,0,0,0,0
84420,0,0,0,0
84441,0,0,0,0
84462,0.1,0.1,0.18,0.09
84483,0,0,0,0
84504,0,0,0,0
84525,0.997,0.1905,0.2286,0.0381
84546,0.102,0.085,0.085,0.135
84567,0.39,0.2413,0.3302,0.0635
84588,0,0,0,0
84609,0,0,0,0
84630,0,0,0,0
84651,0,0,0,0
84672,0,0,0,0
84693,1,0,0,0
84714,0,0,0,0
84735,0,0,0,0
84756,0,0,0,0
84777,0,0,0,0
84798,0,0,0,0
84819,0,0,0,0
84840,0,0,0,0
84861,0,0,0,0
84882,0,0,0,0
84903,0.2,0.16,0.13,0.03
84924,0.051,0.25,0.18,0.05
84945,0.011,0.14,0.08,0.04
84966,0.052,0.25,0.18,0.06
84987,0.0206,0.185,0.135,0.04
85008,0.011,0.16,0.1,0.02
85029,0,0,0,0
85050,0.005,0.12,0.1,0.04
85071,0.0106,0.14,0.1,0.03
85092,0,0,0,0
85113,0.051,0.1143,0.0508,0.1778
85134,0,0,0,0
85155,0.55,0.07,0.07,0.22
85176,0.2,0.14,0.12,0.03
85197,0.78,0.09,0.09,|
85218,0.604,0.08,0.08,0.13
85239,0,0,0,0
85260,0,0,0,0
85281,0,0,0,0
85302,0,0,0,0
85323,0,0,0,0
85344,0,0,0,0
85365,0.0093,0.033,0.033,0.09
85386,0.093,0.035,0.035,0.09
85407,0.094,0.035,0.035,0.09
85428,0,0,0,0
85449,0,0,0,0
85470,1,0,0,0
85491,0,0,0,0
85512,0,0,0,0
85533,0,0,0,0
85554,0,0,0,0
85575,0.496,0.1,0.1,0.09
85596,0.978,0.11,0.11,0.15
85617,1.092,0.23,0.18,0.06
85638,0.44,0.145,0.05,0.185
85659,0,0,0,0
85680,0,0,0,0
85701,0.464,0.06,0.06,0.172
85722,0.46,0.055,0.055,0.195
85743,0.428,0.0762,0.0762,0.2032
85764,0.45,0.06,0.06,0.17
85785,0,0,0,0
85806,0.434,0.06,0.06,0.173
85827,0.25,0.05,0.04,0.19
85848,0,0,0,0
85869,0,0,0,0
85890,0,0,0,0
85911,0.5,0.075,0.075,0.115
85932,0,0,0,0
85953,0,0,0,0
85974,0,0,0,0
85995,0.09,0.16,0.08,0.05
86016,1.074,0.14,0.17,0.235
86037,0,0,0,0
86058,0.0214,0.045,0.045,0.18
86079,0,0,0,0
86100,0,0,0,0
86121,0.2,0.055,0.055,0.11
86142,0,0,0,0
86163,0.364,0.06,0.06,0.115
86184,0.644,0.075,0.075,0.13
86205,0.45,0.065,0.065,0.133
86226,0.644,0.07,0.07,0.135
86247,0.636,0.07,0.07,0.13
86268,0.506,0.4,0.31,0.09
86289,0.954,0.075,0.075,0.285
86310,7.0486,0.2,0.2,0.45
86331,0,0,0,0
86352,0,0,0,0
86373,0.206,0.055,0.055,0.085
86394,0.132,0.095,0.055,0.035
86415,0,0,0,0
86436,0,0,0,0
86457,0.54,0.0508,0.0508,0.1905
86478,0.334,0.1905,0.0762,0.2349
86499,0.181,0.22,0.11,0.04
86520,0.0268,0.055,0.055,0.145
86541,0,0,0,0
86562,0,0,0,0
86583,0.262,0.05,0.05,0.13
86604,0.0502,0.305,0.08,0.02
86625,0.51,0.23,0.13,0.05
86646,0.5,0.26,0.17,0.06
86667,0,0,0,0
86688,0,0,0,0
86709,0,0,0,0
86730,0,0,0,0
86751,0,0,0,0
86772,0,0,0,0
86793,0,0,0,0
86814,0,0,0,0
86835,0,0,0,0
86856,0,0,0,0
86877,0,0,0,0
86898,0.4,0.19,0.16,0.05
86919,0,0,0,0
86940,0.144,0.03,0.1,0.145
86961,0,0,0,0
86982,0.068,0.14,0.095,0.025
87003,0.066,0.14,0.095,0.025
87024,0.068,0.14,0.095,0.025
87045,0,0,0,0
87066,0.068,0.14,0.095,0.025
87087,0.07,0.25,0.14,0.09
87108,0.06,0.145,0.095,0.025
87129,0.07,0.15,0.1,0.03
87150,0.0865,0.0762,0.0762,0.2921
87171,0.696,0.08,0.08,0.135
87192,0.44,0.06,0.06,0.13
87213,0.44,0.07,0.07,0.13
87234,0.376,0.11,0.033,0.235
87255,0,0,0,0
87276,1.0165,0.085,0.085,0.26
87297,0,0,0,0
87318,0,0,0,0
87339,0,0,0,0
87360,0,0,0,0
87381,0,0,0,0
87402,0,0,0,0
87423,2.012,0.19,0.053,0.3
87444,0.5,0.1,0.1,0.06
87465,0.55,0.24,0.16,0.05
87486,1.25,0.31,0.23,0.075
87507,0,0,0,0
87528,0,0,0,0
87549,0,0,0,0
87570,0.032,0.1,0.03,0.02
87591,0.02,0.06,0.03,0.02
87612,0,0,0,0
87633,0,0,0,0
87654,0,0,0,0
87675,1.102,0.082,0.075,0.205
87696,0,0,0,0
87717,0,0,0,0
87738,0,0,0,0
87759,0,0,0,0
87780,0,0,0,0
87801,0,0,0,0
87822,0,0,0,0
87843,0,0,0,0
87864,0,0,0,0
87885,0.12,0.145,0.115,0.06
87906,0.35,0.06,0.06,0.15
87927,0,0,0,0
87948,0,0,0,0
87969,0.504,0.055,0.055,0.15
87990,0.518,0.06,0.06,0.16
88011,0.45,0.08,0.08,0.085
88032,0,0,0,0
88053,0.218,0.05,0.04,0.12
88074,0,0,0,0
88095,1.008,0.1,0.08,0.24
88116,0.672,0.07,0.07,0.13
88137,0.662,0.075,0.075,0.13
88158,0.43,0.07,0.07,0.13
88179,0.43,0.07,0.07,0.13
88200,0,0,0,0
88221,0.2,0.19,0.135,0.03
88242,0,0,0,0
88263,0.614,0.07,0.07,0.21
88284,0,0,0,0
88305,0.612,0.08,0.08,0.21
88326,0.61,0.08,0.08,0.21
88347,0.604,0.0635,0.0635,0.2032
88368,0.644,0.07,0.07,0.2
88389,0,0,0,0
88410,0.62,0.08,0.08,0.195
88431,0,0,0,0
88452,0.154,0.045,0.045,0.14
88473,0,0,0,0
88494,0,0,0,0
88515,0,0,0,0
88536,0,0,0,0
88557,0,0,0,0
88578,1.178,0.11,0.11,0.1778
88599,0,0,0,0
88620,1.0664,0.14,0.14,0.17
88641,0,0,0,0
88662,0.5,0.11,0.02,0.17
88683,0,0,0,0
88704,0,0,0,0
88725,0,0,0,0
88746,0,0,0,0
88767,0,0,0,0
88788,0,0,0,0
88809,0,0,0,0
88830,0,0,0,0
88851,0,0,0,0
88872,0,0,0,0
88893,0,0,0,0
88914,0,0,0,0
88935,0,0,0,0
88956,0,0,0,0
88977,0,0,0,0
88998,0,0,0,0
89019,0,0,0,0
89040,0,0,0,0
89061,0,0,0,0
89082,0,0,0,0
89103,0,0,0,0
89124,0,0,0,0
89145,0,0,0,0
89166,0,0,0,0
89187,0.2,0.27,0.16,0.03
89208,0.81,[,0.1651,0.0762
89229,0,0,0,0
89250,0,0,0,0
89271,0,0,0,0
89292,0,0,0,0
89313,0,0,0,0
89334,0,0,0,0
89355,0,0,0,0
89376,0,0,0,0
89397,0,0,0,0
89418,0,0,0,0
89439,0,0,0,0
89460,0,0,0,0
89481,0,0,0,0
89502,0,0,0,0
89523,0,0,0,0
89544,0,0,0,0
89565,0,0,0,0
89586,0,0,0,0
89607,1,0.18,0.18,0.28
89628,0.49,0.08,0.08,0.28
89649,0.478,0.055,0.055,0.2
89670,0.0498,0.23,0.15,0.05
89691,7.045,0.17,0.17,0.44
89712,1.009,0.19,0.15,0.05
89733,0.2,0.16,0.06,0.09
89754,0.13,0.24,0.1,0.03
89775,0.18,0.235,0.105,0.03
89796,0.19,0.28,0.12,0.05
89817,0,0,0,0
89838,0,0,0,0
89859,0,0,0,0
89880,0,0,0,0
89901,0,0,0,0
89922,1.01,0.08,0.07,0.26
89943,1.0103,0.08,0.07,0.26
89964,1.05,0.08,0.07,0.25
89985,1.01,0.08,0.07,0.25
90006,1.0104,0.08,0.07,0.26
90027,1.01,0.08,0.07,0.26
90048,0.1,0.16,0.12,0.02
90069,0.198,0.22,0.16,0.03
90090,0.044,0.16,0.11,0.02
90111,0.25,0.07,0.07,0.11
90132,0.198,0.225,0.16,0.03
90153,0.048,0.16,0.11,0.025
90174,0.194,0.225,0.16,0.035
90195,0.203,0.075,0.075,0.1
90216,0.036,0.16,0.11,0.03
90237,0,0,0,0
90258,0,0,0,0
90279,0,0,0,0
90300,0.67,0.082,0.082,0.1
90321,0.644,0.088,0.088,0.104
90342,0.664,0.08,0.08,0.95
90363,0.435,0.08,0.08,0.095
90384,0.45,0.08,0.08,0.095
90405,0.038,0.09,0.04,0.02
90426,0.02,0.09,0.04,0.01
90447,0.038,0.09,0.04,0.02
90468,0,0,0,0
90489,0,0,0,0
90510,0,0,0,0
90531,0,0,0,0
90552,0,0,0,0
90573,0,0,0,0
90594,0,0,0,0
90615,0,0,0,0
90636,0,0,0,0
90657,0,0,0,0
90678,0,0,0,0
90699,0,0,0,0
90720,0,0,0,0
90741,0,0,0,0
90762,0,0,0,0
90783,0,0,0,0
90804,0,0,0,0
90825,0.218,0.25,0.19,0.045
90846,0,0,0,0
90867,0.528,0.21,0.11,0.06
90888,0,0,0,0
90909,0,0,0,0
90930,0,0,0,0
90951,0,0,0,0
90972,0,0,0,0
90993,0,0,0,0
91014,0.276,0.25,0.055,0.1
91035,0,0,0,0
91056,1,0,0,0
91077,0.418,0.075,0.055,0.19
91098,0,0,0,0
91119,0,0,0,0
91140,0,0,0,0
91161,0,0,0,0
91182,0,0,0,0
91203,0,0,0,0
91224,0,0,0,0
91245,0.312,0.1,0.1,0.105
91266,0,0,0,0
91287,0,0,0,0
91308,0.02,0.175,0.13,0.02
91329,0.151,0.115,0.115,0.08
91350,0.278,0.055,0.055,0.205
91371,0.79,0.085,0.05,0.03
91392,0,0,0,0
91413,0.428,0.06,0.045,0.19
91434,0,0,0,0
91455,0.014,0.065,0.065,0.02
91476,0,0,0,0
91497,0,0,0,0
91518,0,0,0,0
91539,0.45,0.2,0.14,0.06
91560,0.46,0.0762,0.0965,0.1778
91581,1.4,0.08,0.08,0.22
91602,0.12,0.09,0.08,0.035
91623,0,0,0,0
91644,0.2,0.11,0.04,0.04
91665,0,0,0,0
91686,0,0,0,0
91707,0,0,0,0
91728,0,0,0,0
91749,0,0,0,0
91770,1.002,0.1397,0.2286,0.0508
91791,0,0,0,0
91812,0.41,0.08,0.08,0.12
91833,0.025,0.1651,0.1651,0.0889
91854,0.2,0.16,0.11,0.02
91875,0.03,0.17,0.16,0.05
91896,0.044,0.22,0.135,0.05
91917,0.2,0.125,0.055,0.15
91938,0.044,0.27,0.135,0.06
91959,0.6,0.23,0.12,0.24
91980,0.02,0.23,0.045,0.02
92001,0,0,0,0
92022,0.056,0.04,0.04,0.065
92043,0,0,0,0
92064,0,0,0,0
92085,0,0,0,0
92106,0.311,0.08,0.045,0.185
92127,0,0,0,0
92148,0.25,0.32,0.15,0.03
92169,0.51,0.25,0.2,0.07
92190,0.23,0.08,0.08,0.06
92211,0,0,0,0
92232,0.536,0.22,0.12,0.05
92253,0,0,0,0
92274,0.085,0.135,0.045,0.035
92295,0,0,0,0
92316,0,0,0,0
92337,0,0,0,0
92358,0.08,0.12,0.08,0.16
92379,0,0,0,0
92400,0,0,0,0
92421,0,0,0,0
92442,0,0,0,0
92463,0,0,0,0
92484,0.2,0.11,0.07,0.03
92505,0,0,0,0
92526,0,0,0,0
92547,0,0,0,0
92568,0,0,0,0
92589,0.058,0.145,0.1,0.05
92610,0.133,0.115,0.115,0.03
92631,0.72,0.11,0.03,0.225
92652,0.7,0.1,0.04,0.21
92673,0,0,0,0
92694,0,0,0,0
92715,1.104,0.09,0.09,0.28
92736,0,0,0,0
92757,1.362,0.19,0.055,0.28
92778,0,0,0,0
92799,0.55,0.254,0.2286,0.0838
92820,0.81,0.2,0.14,0.11
92841,1.025,0.2,0.14,0.07
92862,0.462,0.075,0.075,0.115
92883,0,0,0,0
92904,0,0,0,0
92925,0,0,0,0
92946,0.568,0.1778,0.0508,0.2413
92967,0,0,0,0
92988,0.09,0.03,0.27,0.095
93009,0,0,0,0
93030,0.104,0.11,0.11,0.35
93051,0.078,0.28,0.095,0.28
93072,0.224,0.42,0.385,0.17
93093,0,0,0,0
93114,0.328,0.175,0.16,0.135
93135,0.076,0.16,0.12,0.085
93156,0.36,0.25,0.18,0.2
93177,0.96,0.16,0.09,0.07
93198,0.184,0.145,0.145,0.165
93219,0.424,0.19,0.19,0.12
93240,0.102,0.155,0.145,0.06
93261,0.742,0.17,0.17,0.06
93282,0.124,0.16,0.16,0.08
93303,0.06,0.16,0.07,0.21
93324,0,0,0,0
93345,0,0,0,0
93366,0,0,0,0
93387,0,0,0,0
93408,0,0,0,0
93429,0,0,0,0
93450,0,0,0,0
93471,0,0,0,0
93492,0,0,0,0
93513,0,0,0,0
93534,0,0,0,0
93555,0.146,0.025,0.025,0.39
93576,0,0,0,0
93597,0,0,0,0
93618,0,0,0,0
93639,0.08,0.28,0.28,0.1
93660,1.2,0.16,0.1,0.18
93681,2.2,0.2794,0.508,0.2921
93702,0,0,0,0
93723,0,0,0,0
93744,1.354,0.45,0.45,0.48
93765,0.186,0.26,0.55,0.55
93786,0.084,0.25,0.12,0.01
93807,0,0,0,0
93828,2.316,0.38,0.19,0.5
93849,0,0,0,0
93870,0.225,0.07,0.04,0.19
93891,0,0,0,0
93912,0,0,0,0
93933,2.194,0.52,0.3,0.35
93954,0,0,0,0
93975,0,0,0,0
93996,0.25,0.19,0.13,0.03
94017,0,0,0,0
94038,0.179,0.055,0.055,0.185
94059,0.166,0.05,0.05,0.185
94080,0.173,0.045,0.045,0.18
94101,0.171,0.05,0.05,0.185
94122,0,0,0,0
94143,0,0,0,0
94164,0,0,0,0
94185,0.16,0.055,0.055,0.135
94206,0,0,0,0
94227,0.42,0.06,0.06,0.22
94248,0.14,0.055,0.055,0.145
94269,0.092,0.055,0.055,0.145
94290,0.148,0.05,0.05,0.19
94311,0.25,0.05,0.05,0.16
94332,0.13,0.055,0.055,0.16
94353,0.16,0.05,0.055,0.155
94374,0.154,0.055,0.055,0.15
94395,0.21,0.065,0.035,0.1651
94416,0.214,0.065,0.035,0.168
94437,0,0,0,0
94458,0,0,0,0
94479,0.463,0.08,0.045,0.22
94500,0,0,0,0
94521,0,0,0,0
94542,0,0,0,0
94563,0,0,0,0
94584,0.45,0.08,0.05,0.21
94605,0.285,0.065,0.04,0.195
94626,0.46,0.08,0.045,0.22
94647,0,0,0,0
94668,0,0,0,0
94689,0.257,0.08,0.06,0.17
94710,0,0,0,0
94731,0,0,0,0
94752,0,0,0,0
94773,0.17,0.07,0.07,0.18
94794,0,0,0,0
94815,0,0,0,0
94836,0,0,0,0
94857,0,0,0,0
94878,0,0,0,0
94899,0,0,0,0
94920,0.118,0.02,0.02,0.025
94941,0,0,0,0
94962,0,0,0,0
94983,0,0,0,0
95004,0,0,0,0
95025,0,0,0,0
95046,0.118,0.0635,0.0381,0.1778
95067,0.122,0.06,0.04,0.17
95088,0,0,0,0
95109,0,0,0,0
95130,0.29,0.075,0.04,0.148
95151,0,0,0,0
95172,0,0,0,0
95193,0,0,0,0
95214,0.185,0.055,0.055,0.18
95235,0,0,0,0
95256,0,0,0,0
95277,0,0,0,0
95298,0,0,0,0
95319,0,0,0,0
95340,0,0,0,0
95361,0.12,0.04,0.04,0.18
95382,0.133,0.04,0.04,0.18
95403,0.124,0.04,0.04,0.18
95424,0.148,0.05,0.05,0.155
95445,0.264,0.045,0.085,0.14
95466,0.268,0.085,0.04,0.132
95487,0.264,0.08,0.04,0.14
95508,0.266,0.085,0.04,0.14
95529,0,0,0,0
95550,0.268,0.084,0.04,0.0135
95571,0.268,0.095,0.04,0.14
95592,0,0,0,0
95613,0,0,0,0
95634,0,0,0,0
95655,0.37,0.095,0.035,0.135
95676,0.17,0.07,0.03,0.115
95697,0,0,0,0
95718,0,0,0,0
95739,0.264,0.08,0.04,0.14
95760,0.334,0.1,0.035,0.14
95781,0,0,0,0
95802,0,0,0,0
95823,0,0,0,0
95844,0,0,0,0
95865,0,0,0,0
95886,0,0,0,0
95907,0,0,0,0
95928,0.278,0.05,0.05,0.13
95949,0,0,0,0
95970,1.02,0.195,0.04,0.275
95991,5.001,0.2286,0.4064,0.1016
96012,0,0,0,0
96033,0.092,0.165,0.12,0.085
96054,0.138,0.14,0.12,0.12
96075,0,0,0,0
96096,0.072,0.13,0.04,0.04
96117,0,0,0,0
96138,0,0,0,0
96159,0.462,0.29,0.19,0.06
96180,0,0,0,0
96201,0,0,0,0
96222,0.05,0.12,0.085,0.02
96243,0.022,0.12,0.085,0.02
96264,0.09,0.035,0.035,0.065
96285,0,0,0,0
96306,0.038,0.07,0.05,0.02
96327,0.022,0.09,0.045,0.01
96348,0.068,0.07,0.05,0.03
96369,0.068,0.07,0.05,0.03
96390,0.076,0.05,0.03,0.01
96411,0.034,0.03,0.015,0.05
96432,0,0,0,0
96453,0.36,0.045,0.02,0.025
96474,0,0,0,0
96495,0.25,0.12,0.07,0.03
96516,0.228,0.15,0.11,0.03
96537,0.205,0.085,0.08,0.13
96558,0,0,0,0
96579,0.206,0.07,0.07,0.085
96600,0,0,0,0
96621,0,0,0,0
117432,0.25,0.2,0.12,0.05
117453,0,0,0,0
117474,1.005,0.23,0.16,0.1
117495,0.55,0.3,0.12,0.1
117516,0,0,0,0
117537,0,0,0,0
117558,0,0,0,0
117579,1.3,0.2,0.22,0.1
117600,2.5,0.14,0.14,0.53
117621,0,0,0,0
117642,0.5,0.17,0.11,0.1
117663,0,0,0,0
117684,0,0,0,0
117705,0,0,0,0
117726,0,0,0,0
117747,0.7,0.16,0.13,0.16
117768,0,0,0,0
117789,0.575,0.2032,0.1524,0.0762
117810,1.37,0.048,0.048,0.048
117831,0,0,0,0
117852,0,0,0,0
117873,0,0,0,0
117894,0.1,0.095,0.095,0.035
117915,0.1,0.095,0.095,0.045
117936,0.45,0.11,0.11,0.1524
117957,0.472,0.08,0.08,0.15
117978,1.25,0.35,0.23,0.065
117999,1.25,0.32,0.23,0.065
118020,0.526,0.26,0.18,0.045
118041,0.41,0.23,0.17,0.035
118062,0.55,0.26,0.15,0.065
118083,0.55,0.24,0.145,0.055
118104,0,0,0,0
118125,0.068,0.16,0.11,0.03
118146,0.51,0.14,0.14,0.18
118167,0.51,0.14,0.14,0.18
118188,0.51,0.14,0.14,0.18
118209,0,0,0,0
118230,0.692,0.11,0.045,0.22
118251,0.332,0.12,0.12,0.185
118272,0.67,0.09,0.05,0.23
118293,0.6,0.12,0.12,0.25
118314,0,0,0,0
118335,0,0,0,0
118356,0,0,0,0
118377,2.03,0.13,0.13,0.33
118398,5.013,0.17,0.17,0.32
118419,0,0,0,0
118440,1.01,0.23,0.16,0.04
118461,0,0,0,0
118482,0.029,0.11,0.1,0.02
118503,0,0,0,0
118524,0.088,0.11,0.09,0.02
118545,0.041,0.12,0.11,0.03
118566,0.041,0.12,0.11,0.03
118587,0.011,0.105,0.1,0.015
118608,0.046,0.2,0.105,0.03
118629,0,0,0,0
118650,0.026,0.1,0.03,0.195
118671,0.008,0.12,0.07,0.02
118692,0.278,0.052,0.052,0.2
118713,0.148,0.045,0.045,0.133
118734,0,0,0,0
118755,0,0,0,0
118776,0,0,0,0
118797,0.268,0.06,0.06,0.215
118818,0,0,0,0
118839,0,0,0,0
118860,0,0,0,0
118881,0,0,0,0
118902,0,0,0,0
118923,0,0,0,0
118944,0,0,0,0
118965,0,0,0,0
118986,0,0,0,0
119007,0,0,0,0
119028,0,0,0,0
119049,1.112,0.26,0.21,0.08
119070,0.25,0.15,0.11,0.04
119091,0,0,0,0
119112,0,0,0,0
119133,0,0,0,0
119154,0,0,0,0
119175,0,0,0,0
119196,0,0,0,0
119217,0,0,0,0
119238,0,0,0,0
119259,0,0,0,0
119280,0,0,0,0
119301,0,0,0,0
119322,0,0,0,0
119343,1.0168,0.14,0.06,0.26
119364,0,0,0,0
119385,0.02,0.06,0.03,0.02
119406,4.954,0.15,0.115,0.335
119427,0,0,0,0
119448,0,0,0,0
119469,0.35,0.06,0.06,0.15
119490,0,0,0,0
119511,0.35,0.06,0.06,0.15
119532,0.12,0.21,0.05,0.05
119553,0,0,0,0
119574,0.3,0.09,0.02,0.18
119595,0,0,0,0
119616,1.0104,0.09,0.07,0.21
119637,1.098,0.095,0.07,0.21
119658,0,0,0,0
119679,0,0,0,0
119700,0,0,0,0
119721,0,0,0,0
119742,0,0,0,0
119763,0,0,0,0
119784,0,0,0,0
119805,0,0,0,0
119826,0,0,0,0
119847,0,0,0,0
119868,0,0,0,0
119889,0,0,0,0
119910,0,0,0,0
119931,0,0,0,0
119952,0,0,0,0
119973,0,0,0,0
119994,0,0,0,0
120015,0,0,0,0
120036,0,0,0,0
120057,0,0,0,0
120078,0,0,0,0
120099,0,0,0,0
120120,0,0,0,0
120141,0,0,0,0
120162,0,0,0,0
120183,0,0,0,0
120204,0,0,0,0
120225,0,0,0,0
120246,0,0,0,0
120267,0,0,0,0
120288,0,0,0,0
120309,0,0,0,0
120330,0,0,0,0
120351,0,0,0,0
120372,0,0,0,0
120393,0,0,0,0
120414,0,0,0,0
120435,0,0,0,0
120456,0,0,0,0
120477,0,0,0,0
120498,0,0,0,0
120519,0,0,0,0
120540,0,0,0,0
120561,0,0,0,0
120582,0,0,0,0
120603,0,0,0,0
120624,0,0,0,0
120645,0,0,0,0
120666,0,0,0,0
120687,0,0,0,0
120708,0,0,0,0
120729,0.194,0.24,0.12,0.08
120750,0.525,0.127,0.2413,0.2413
120771,0,0,0,0
120792,0,0,0,0
120813,0.279,0.06,0.04,0.1
120834,0,0,0,0
120855,0.262,0.16,0.03,0.19
120876,0.25,0.165,0.03,0.19
120897,1.122,0.08,0.065,0.27
120918,0.5,0.1524,0.16,0.03
120939,1.036,0.27,0.21,0.12
120960,0.058,0.075,0.015,0.09
120981,0.058,0.07,0.015,0.093
121002,1.004,0.08,0.08,0.29
121023,0.214,0.19,0.115,0.035
121044,0,0,0,0
121065,0,0,0,0
121086,4.764,0.14,0.14,0.33
121107,0,0,0,0
121128,0.098,0.115,0.095,0.02
121149,0,0,0,0
121170,0,0,0,0
121191,0,0,0,0
121212,0.212,0.088,0.088,0.235
121233,0.212,0.088,0.088,0.327
121254,0.023,0.085,0.085,0.235
121275,0,0,0,0
121296,0,0,0,0
121317,0.024,0.125,0.025,0.025
121338,0,0,0,0
121359,0,0,0,0
121380,0,0,0,0
121401,0,0,0,0
121422,0,0,0,0
121443,0,0,0,0
121464,0,0,0,0
121485,0,0,0,0
121506,0,0,0,0
121527,0.4,0.18,0.05,0.05
121548,0,0,0,0
121569,0,0,0,0
121590,0,0,0,0
121611,0,0,0,0
121632,0,0,0,0
121653,0,0,0,0
121674,0.556,0.23,0.18,0.085
121695,0,0,0,0
121716,0.228,0.14,0.085,0.04
121737,0.18,0.09,0.025,0.095
121758,0.584,0.095,0.03,0.27
121779,0,0,0,0
121800,0.834,0.0698,0.0698,0.2159
121821,1.02,0.05,0.02,0.08
121842,0.224,0.29,0.16,0.06
121863,0.284,0.16,0.085,0.235
121884,0.102,0.17,0.14,0.04
121905,0.108,0.195,0.03,0.165
121926,0.512,0.07,0.07,0.19
121947,1,0,0,0
121968,0,0,0,0
121989,0.512,0.07,0.07,0.19
122010,0.35,0.06,0.06,0.15
122031,0,0,0,0
122052,0.96,0.255,0.04,0.055
122073,0,0,0,0
122094,0,0,0,0
122115,0.334,0.24,0.12,0.07
122136,0.025,0.08,0.02,0.1
122157,0,0,0,0
122178,0.086,0.18,0.06,0.02
122199,0.002,0.002,0.11,0.25
122220,0.012,0.022,0.25,0.31
122241,0.01,0.24,0.16,0.01
122262,0,0,0,0
122283,0.1,0.14,0.13,0.03
122304,0,0,0,0
122325,0.456,0.09,0.06,0.2
122346,0.152,0.05,0.035,0.155
122367,0.09,0.095,0.06,0.035
122388,0,0,0,0
122409,0,0,0,0
122430,0,0,0,0
122451,0,0,0,0
122472,0,0,0,0
122493,0,0,0,0
122514,0.222,0.175,0.11,0.03
122535,0,0,0,0
122556,0,0,0,0
122577,0,0,0,0
122598,0,0,0,0
122619,0,0,0,0
122640,0,0,0,0
122661,0,0,0,0
122682,0,0,0,0
122703,0.229,0.14,0.13,0.03
122724,0.25,0.16,0.14,0.04
122745,0.307,0.15,0.04,0.155
122766,0,0,0,0
122787,0,0,0,0
122808,0.116,0.097,0.019,0.039
122829,0,0,0,0
122850,0,0,0,0
122871,0.062,0.045,0.045,0.085
122892,0,0,0,0
122913,0.8,0.1397,0.0635,0.2413
122934,5.031,0.15,0.21,0.3
122955,0,0,0,0
122976,0.08,0.09,0.06,0.02
122997,0.13,0.1,0.07,0.03
123018,0.08,0.09,0.06,0.02
123039,0.13,0.1,0.07,0.03
123060,0.08,0.09,0.06,0.03
123081,0.13,0.1,0.07,0.03
123102,0.078,0.085,0.025,0.055
123123,0,0,0,0
123144,0,0,0,0
123165,0,0,0,0
123186,5.0182,0.1778,0.127,0.3048
123207,0,0,0,0
123228,0,0,0,0
123249,0,0,0,0
123270,0,0,0,0
123291,0.344,0.085,0.04,0.18
123312,0,0,0,0
123333,0.05,0.05,0.02,0.1
123354,0,0,0,0
